timestamp,user_id,item_id,event_type,event_value,price,date_key,quantity,customer_id,created_date,updated_date,channel,payment,location,discount,is_deleted
1735062838,8ac5d2a9dd229bdeecad2eda98a49b35a4c0a33ee0a44d27d81717ed64da2b6d,4690000000001,Purchase,2.0000,32900.0000,20241224,2,4276436,2024-12-24 17:53:58.753,2024-12-24 17:53:58.753,iOS,Tiền mặt,715,4200.0000,False
1735063528,bd17a87916763e0d4da9a9fb8e71cd2da415dbc6ff21027968798a8a1b213610,6796000000002,Purchase,1.0000,299000.0000,20241224,1,8130289,2024-12-24 18:05:28.733,2024-12-24 18:05:28.733,In-Store,Tiền mặt,599,0.0000,False
1735384116,3c953e39bbdc485bd2ee1c10da5cad6e1edac8b90de6e2aff2e397788e0bddc3,2263000000021,Purchase,2.0000,148000.0000,20241228,2,4810993,2024-12-28 11:08:36.860,2024-12-28 11:08:36.860,iOS,MoMo,689,74000.0000,False
1735065373,4f316181182aeb6ddfb0f43f2d3a728f99ed2def14b1e6118b82ec641ae61d2c,6382000000005,Purchase,1.0000,89000.0000,20241224,1,7196251,2024-12-24 18:36:13.047,2024-12-24 18:36:22.840,In-Store,VietQR,805,0.0000,False
1734865436,56ec77f5750dacedf581eec571235173b4be22d1f3242748db3c25cfd40e583c,2803000000011,Purchase,4.0000,44100.0000,20241222,4,7375353,2024-12-22 11:03:56.290,2024-12-22 11:03:56.290,iOS,MoMo,649,19600.0000,False
1735065589,eb0016c635bcab1a347389656c9d02f64732e3969dd5ed20b0d6ea1c465682a6,6497000000002,Purchase,1.0000,280250.0000,20241224,1,6237232,2024-12-24 18:39:49.237,2024-12-24 18:39:49.237,In-Store,Tiền mặt,367,14750.0000,False
1735066396,ccdc0dfd2454a8a1fc8f0149598f8f82711a90c15945e8c8ab67b79acc7dfbc9,3773000000004,Purchase,1.0000,779000.0000,20241224,1,7901749,2024-12-24 18:53:16.133,2024-12-24 18:53:22.750,In-Store,VietQR,747,0.0000,False
1735070853,3da39a8e5d4cd6d6548a7bc2433895c96136e2b9bfab8d21bf3d1c3ba4bb7b60,3773000000004,Purchase,1.0000,779000.0000,20241224,1,7555248,2024-12-24 20:07:33.320,2024-12-24 20:07:33.320,Android,Tiền mặt,663,0.0000,False
1735072908,de034ffb892fdd8d6b5f1f697fd23b385d543b80f4e914067608c461bd882860,2578000000002,Purchase,2.0000,515000.0000,20241224,2,7416679,2024-12-24 20:41:48.120,2024-12-24 20:41:58.690,In-Store,VietQR,307,0.0000,False
1735073830,0c725ed78f26cf57d8d4e3f1780dfe784399929c9366b82957b416e741c01dca,5420000000002,Purchase,1.0000,26000.0000,20241224,1,5730292,2024-12-24 20:57:10.713,2024-12-24 20:57:10.713,In-Store,Tiền mặt,409,0.0000,False
1735075909,25a113b5199312ea16ca04ecf204e75a7c33be7388d7924605b64deaab9c673d,0007140000002,Purchase,1.0000,80000.0000,20241224,1,4087635,2024-12-24 21:31:49.097,2024-12-24 21:31:49.097,In-Store,VNPay,468,0.0000,False
1735218134,bf78fdfb3c6a672c874b4e9240cb689a5c64a7e2d97f4556c73b2f86543558bf,0116000000003,Purchase,1.0000,412300.0000,20241226,1,8191238,2024-12-26 13:02:14.400,2024-12-26 13:02:14.400,In-Store,Tiền mặt,444,176700.0000,False
1735216117,6d88c5cda3994128db870bb34cf9c37015f01ea5baa430eeb5511412a837a507,1961000000001,Purchase,1.0000,81600.0000,20241226,1,1191804,2024-12-26 12:28:37.070,2024-12-26 12:28:37.070,In-Store,Tiền mặt,437,14400.0000,False
1735216124,367630ebd987fb7537d40f2215b7f99c3c26c860ae4dd58e5a0d4e710d68b1b1,5427000000002,Purchase,2.0000,28000.0000,20241226,2,2646911,2024-12-26 12:28:44.960,2024-12-26 12:28:44.960,In-Store,Tiền mặt,32,0.0000,False
1735225607,c66d941166d2161133c39ed964ff11bfbb0fb07ede50fca66b7a818436401e64,4869000000004,Purchase,1.0000,15000.0000,20241226,1,2307668,2024-12-26 15:06:47.097,2024-12-26 15:06:47.097,In-Store,Tiền mặt,378,0.0000,False
1735212994,1a55968f26b4fb51b6db150af9d85390f4b207ec2e1be6cf216f65732492bcaa,1155000000001,Purchase,1.0000,305000.0000,20241226,1,7606905,2024-12-26 11:36:34.807,2024-12-26 11:36:34.807,In-Store,Tiền mặt,374,0.0000,False
1735230916,422dbda334b8e224a4d2fda1e7d2c007583e6dac6a59b7a70177a1cd5c0a7a45,2609000000002,Purchase,1.0000,11000.0000,20241226,1,5678605,2024-12-26 16:35:16.567,2024-12-26 16:35:16.567,In-Store,Tiền mặt,642,0.0000,False
1734865449,14ff5084e9521a74109d42600552b0084d450f4489a81676eea3f64ecca7145a,4895000000003,Purchase,1.0000,55000.0000,20241222,1,4341287,2024-12-22 11:04:09.543,2024-12-22 11:04:09.543,In-Store,Cà thẻ,27,0.0000,False
1735063480,c65808e2be22e9a07e1c4b0405fdfc0f2e6f36970cdfac38d7d0958d6cf3422c,2242000910001,Purchase,1.0000,295000.0000,20241224,1,5049831,2024-12-24 18:04:40.580,2024-12-24 18:04:40.580,In-Store,Tiền mặt,709,0.0000,False
1735064426,abf4f479f319e7de316366852cb639d260539b1daace2a08bb2113076d2a2ccf,6665000000004,Purchase,2.0000,24360.6174,20241224,2,7430999,2024-12-24 18:20:26.680,2024-12-24 18:20:26.730,In-Store,Tiền mặt,563,15278.7652,False
1735063767,980cc68d2896f3864e2341340d53f8b9db3687ec1735f682c19b5c3d3af7ae08,2872000000001,Purchase,5.0000,1180876.4660,20241224,5,625572,2024-12-24 18:09:27.353,2024-12-24 18:09:27.377,In-Store,Tiền mặt,331,190617.6700,False
1735063700,330a363528c06dfb4092636e87ab57bae6671e142856854d6507e48bdbda52d6,0029130000030,Purchase,1.0000,69000.0000,20241224,1,8187050,2024-12-24 18:08:20.717,2024-12-24 18:08:20.717,In-Store,Tiền mặt,884,0.0000,False
1735063592,6e6bbb01f6d0727daca5d3ce4a66f303125d544cc33a9a8053aba4a21e9b2978,1512000000004,Purchase,1.0000,295000.0000,20241224,1,7700161,2024-12-24 18:06:32.483,2024-12-24 18:06:32.483,In-Store,Tiền mặt,202,0.0000,False
1735063804,5032f7086775fdf1c8c7d0a90f2e3c0dd75df6fcfd409346483c3acb61613ada,6768000000005,Purchase,1.0000,319000.0000,20241224,1,7081375,2024-12-24 18:10:04.073,2024-12-24 18:10:25.450,In-Store,VietQR,769,26000.0000,False
1735062640,128d7aae94e04cd452a2f0d48dedb082876c13aa1e55a21e8c00e0eaf0c15a46,6072000000006,Purchase,1.0000,16000.0000,20241224,1,4342756,2024-12-24 17:50:40.727,2024-12-24 17:50:40.727,In-Store,VNPay,573,0.0000,False
1735064318,1516ebfc61a1d616b18b07bd24446e9e34e72a1e87b37c0125218d86a0619ac2,2265000000025,Purchase,1.0000,339000.0000,20241224,1,4927421,2024-12-24 18:18:38.620,2024-12-24 18:18:38.620,In-Store,Cà thẻ,805,16000.0000,False
1735062973,c15cf0abdfaef989915c13436eb8ae7a95350e20feb97025dec2a8908784244f,6679000000005,Purchase,1.0000,210000.0000,20241224,1,7470648,2024-12-24 17:56:13.940,2024-12-24 17:56:13.940,In-Store,Tiền mặt,110,0.0000,False
1735063947,fcfd0bc0d9b7a397f173b4dea8bc82a80bc2d3960d58bf5f6b106e439b07389c,4895000000001,Purchase,1.0000,66000.0000,20241224,1,1811587,2024-12-24 18:12:27.043,2024-12-24 18:12:27.043,In-Store,Cà thẻ,549,0.0000,False
1735063254,ee6a59045f8bfa8dfe357623bf2c640a6da0f9097e5fe617e2d7678bd8e7bc7b,7162000000004,Purchase,1.0000,79000.0000,20241224,1,7314890,2024-12-24 18:00:54.663,2024-12-24 18:00:54.663,In-Store,VietQR,140,0.0000,False
1735063228,b0f4df1b8b9ed90c75f0b00445a0fcd11076f27f03e559343d22d1bb758367cf,2265000000022,Purchase,1.0000,339000.0000,20241224,1,6191567,2024-12-24 18:00:28.787,2024-12-24 18:00:28.787,In-Store,Tiền mặt,899,16000.0000,False
1735064064,e7d398b63bdf255db0327d57c8553a2eb7366a556447ce94eae1d7c5315d95fd,5836000000007,Purchase,2.0000,222740.0000,20241224,2,8184382,2024-12-24 18:14:24.490,2024-12-24 18:14:24.490,In-Store,Tiền mặt,1008,72520.0000,False
1735064387,11e2903f356b484471f9ed1c2af4d457753de558a10498b3526d5c49dd9b88e4,4690000000001,Purchase,6.0000,29666.6667,20241224,6,4871961,2024-12-24 18:19:47.673,2024-12-24 18:19:47.673,In-Store,Cà thẻ,966,31999.9998,False
1735063526,4763d4b9426f40f6f045e438b9722735fe70d5aaa6c8551942a40466d3f4e393,2202000000006,Purchase,1.0000,45000.0000,20241224,1,2795106,2024-12-24 18:05:26.170,2024-12-24 18:05:26.170,In-Store,Tiền mặt,106,0.0000,False
1735064248,5c52e92417484f4f4a3a9522f964ae79366e4320ad84196f99b1e53cfec16717,1664000000006,Purchase,1.0000,247950.0000,20241224,1,474827,2024-12-24 18:17:28.090,2024-12-24 18:17:28.090,In-Store,Tiền mặt,675,37050.0000,False
1735063982,bd20d7f087cf0a1fe3cc781af357ff64abdff83129afeb1114c89595af898bed,0007090000359,Purchase,1.0000,112000.0000,20241224,1,7171728,2024-12-24 18:13:02.120,2024-12-25 08:57:40.960,In-Store,Tiền mặt,971,0.0000,False
1735063127,08515f91824dc74be9a30a0feddc1231a4d71c0aae4f14741259222887b10ee4,7228000000023,Purchase,1.0000,41277.9156,20241224,1,3494842,2024-12-24 17:58:47.420,2024-12-24 17:59:28.357,In-Store,VietQR,485,13722.0844,False
1735063469,dfdd4eeb0bb1f35a7da96c4b0c49f2861f899e4cdb4fb3891c952175b48816ea,2700000000001,Purchase,1.0000,85000.0000,20241224,1,1764337,2024-12-24 18:04:29.027,2024-12-24 18:04:29.027,In-Store,Cà thẻ,966,0.0000,False
1735063520,4181824a709e7ed754ef3c6edeb1af3454f8f90743adf1a25c519ee08a1772e6,5471000000002,Purchase,2.0000,14500.0000,20241224,2,4009471,2024-12-24 18:05:20.760,2024-12-24 18:05:20.760,In-Store,Cà thẻ,439,29000.0000,False
1735062945,15efdaee93fb66b9a9497ad0cb622eecb200d446ef6ecf20db672c4c2822dc18,0020020000214,Purchase,1.0000,92000.0000,20241224,1,6580758,2024-12-24 17:55:45.617,2024-12-24 17:55:45.617,In-Store,Cà thẻ,594,0.0000,False
1735064392,90bffb6b93eb6f4faefce659c8645c965b952a038be40e037d0a3fe06f07c26d,2577000000002,Purchase,1.0000,579000.0000,20241224,1,7564386,2024-12-24 18:19:52.007,2024-12-24 18:19:52.007,In-Store,Tiền mặt,592,0.0000,False
1735064195,25038074900a8d1091a2054c68709e7da184e9b857827e35fc19bcbd265958fd,1439000000009,Purchase,1.0000,79000.0000,20241224,1,4919999,2024-12-24 18:16:35.310,2024-12-24 18:16:35.310,In-Store,VietQR,625,0.0000,False
1735064399,4832c71d077caed26ddc742dd8f3bec6ff1901f9bc58a03806716071bfddde5e,4294000000078,Purchase,1.0000,99000.0000,20241224,1,3568404,2024-12-24 18:19:59.343,2024-12-24 18:20:07.760,In-Store,VietQR,390,50000.0000,False
1735063916,86dda577509e1db9e00e4b7fe08bacb4b981bed9ca08a1b61e1dc7b096cda73d,1341000000002,Purchase,1.0000,99000.0000,20241224,1,6892004,2024-12-24 18:11:56.500,2024-12-24 18:11:56.500,In-Store,Tiền mặt,319,0.0000,False
1735064109,4c2ed1bbfed8d6ac6834aa1f31d69401b46c5c5e33f323a7eecfbcf8963be41c,5856000000001,Purchase,1.0000,480000.0000,20241224,1,6538340,2024-12-24 18:15:09.833,2024-12-24 18:15:09.833,In-Store,Tiền mặt,528,0.0000,False
1735063636,362f8ceb4c81d3496687b749770e5309b5446f07f6b01f5abb53a50a477a32f3,2265000000024,Purchase,1.0000,339000.0000,20241224,1,6911174,2024-12-24 18:07:16.060,2024-12-24 18:07:16.060,In-Store,Tiền mặt,753,16000.0000,False
1735063147,946163ad3fe9d3c48dcb110b75771eb999053f987d78ca734cc7602c182c906a,6697000000003,Purchase,12.0000,32333.3333,20241224,12,5355874,2024-12-24 17:59:07.540,2024-12-24 17:59:07.970,In-Store,VietQR,342,20000.0004,False
1735063942,3a3c07feb570868a421ec8d1c514bc9a6cbab97d482812fa45ce0cea1717c7ce,4564000000299,Purchase,1.0000,189000.0000,20241224,1,7851296,2024-12-24 18:12:22.507,2024-12-24 18:12:22.507,In-Store,VNPay,334,0.0000,False
1735063197,44085c37901e4996eb17850b39ef9c3142393f00c98d76c2e7bb22acc7b83cd9,0007140000001,Purchase,1.0000,128000.0000,20241224,1,7060856,2024-12-24 17:59:57.873,2024-12-24 17:59:57.873,In-Store,Tiền mặt,887,0.0000,False
1735063005,efff6aaec87aec60681bb121d7a6e54f15b9c9322cc59cd85f4b3e4f475ea86c,4784000000001,Purchase,1.0000,36000.0000,20241224,1,2572626,2024-12-24 17:56:45.970,2024-12-24 17:56:45.970,In-Store,VietQR,169,0.0000,False
1735063201,f7169cbe4c820f0811fa93d1973c8ba4e98db65fa5a2d1e2c2093b878049c066,4690000000001,Purchase,1.0000,35000.0000,20241224,1,8157163,2024-12-24 18:00:01.907,2024-12-24 18:00:01.907,In-Store,VietQR,736,0.0000,False
1735063356,ff9f86e30f45421aa17826663b5d8d23d28b48d49fe5b80ba4adc6d4a42a9050,4877000000002,Purchase,1.0000,34200.0000,20241224,1,6869070,2024-12-24 18:02:36.717,2024-12-24 18:02:36.717,In-Store,VNPay,903,3800.0000,False
1735064156,9811687b4e39799b2180fb02fc6e08a0649b0ebe5e6fb4287e081293b2434018,7228000000024,Purchase,1.0000,55000.0000,20241224,1,3318374,2024-12-24 18:15:56.613,2024-12-24 18:15:56.613,In-Store,Tiền mặt,510,0.0000,False
1735064193,ad82d045f29b35f245c8d78ddbf2a86d3524afb23ca2cd99ad5a0a5ed95c9bb5,6466000000003,Purchase,1.0000,590000.0000,20241224,1,5407075,2024-12-24 18:16:33.193,2024-12-24 18:16:33.193,In-Store,Tiền mặt,320,0.0000,False
1735063058,c4e72be24000dfea9322a7eb705557bd67ba4a7d300b70818c461d924cd6e8bc,4027000000053,Purchase,1.0000,139000.0000,20241224,1,3662444,2024-12-24 17:57:38.327,2024-12-24 21:26:14.783,In-Store,Cà thẻ,783,0.0000,False
1735064221,5298247dd79c1aaed9909c0c561f200c0176ae160529aa5ed9a0157b7f245791,2044000000200,Purchase,2.0000,129000.0000,20241224,2,8187085,2024-12-24 18:17:01.790,2024-12-24 18:17:01.790,In-Store,Tiền mặt,145,132000.0000,False
1735064033,f37227505ffa4178360a8bfe24072e372cd301d460e455ec253b84e2d3ad77ef,0007170020001,Purchase,1.0000,295000.0000,20241224,1,2230894,2024-12-24 18:13:53.660,2024-12-24 18:13:53.730,In-Store,Tiền mặt,496,0.0000,False
1735063657,3e6cd0362cedee9f278838720c815f01ef4a7f9bbc5038bdddefc8162f5d9ca8,4327000000001,Purchase,1.0000,375000.0000,20241224,1,7150605,2024-12-24 18:07:37.677,2024-12-24 18:07:37.677,In-Store,Tiền mặt,547,0.0000,False
1735064215,b32ee2ac8b9e34c022b017aaef1f80a3e79530c7430a2e66d3fe578f971ed8ff,2470000000008,Purchase,1.0000,499000.0000,20241224,1,5898724,2024-12-24 18:16:55.797,2024-12-24 18:17:02.390,In-Store,VietQR,329,0.0000,False
1735063246,5e3655c8599d9f8dcea89ac595d462024e6d8f1f1b249b8a5e81e9fd370858fa,0007150000144,Purchase,1.0000,29000.0000,20241224,1,6336656,2024-12-24 18:00:46.777,2024-12-24 18:00:46.777,In-Store,Tiền mặt,132,0.0000,False
1735063059,e928ce26cedca3f813a9dd4c212810c9454fdadbc4ad0eb0f3c14d4fda056afb,4951000000001,Purchase,4.0000,729000.0000,20241224,4,632991,2024-12-24 17:57:39.267,2024-12-24 17:57:39.267,In-Store,Cà thẻ,94,0.0000,False
1735063598,3e5eaa0bba225053215777bd8cd3f8b080b5942b422afbf53d72ea880bc42951,6268000000005,Purchase,1.0000,58000.0000,20241224,1,2799241,2024-12-24 18:06:38.313,2024-12-24 18:06:44.290,In-Store,VietQR,189,0.0000,False
1735062732,341a0e8f3d161b03c1668183dcadab019b0ee8d886f94e3939d49acd4ff63298,5537000000011,Purchase,1.0000,75000.0000,20241224,1,491409,2024-12-24 17:52:12.243,2024-12-24 17:52:12.420,In-Store,Tiền mặt,586,0.0000,False
1735064364,45a24d13e65c38d1ba79c025d59c93c17fd109c3aac97c411ac1804dcff842a0,3494000000068,Purchase,1.0000,45000.0000,20241224,1,1252227,2024-12-24 18:19:24.010,2024-12-24 18:19:24.497,In-Store,VietQR,429,0.0000,False
1735063509,e3e65cda5dcfcae6475c6d6d1731ef62aa932ae1d1e9aeb44408f51b429159a6,5920000000002,Purchase,1.0000,65000.0000,20241224,1,7085341,2024-12-24 18:05:09.367,2024-12-24 18:05:09.367,In-Store,Tiền mặt,836,0.0000,False
1735064469,61d25261ec8f14fc4d1f5d434ef70cd5857faf7da0bba2c52d2299c0320cd060,5506000000002,Purchase,1.0000,86000.0000,20241224,1,1848338,2024-12-24 18:21:09.220,2024-12-24 18:21:09.220,In-Store,Tiền mặt,687,0.0000,False
1735062993,e4eaf7b809af0b2fe043475f2d8ea235faebbe52481ed973c6876ea2a5edad58,5437000000001,Purchase,1.0000,80100.0000,20241224,1,3036933,2024-12-24 17:56:33.050,2024-12-24 17:56:33.050,In-Store,Tiền mặt,516,8900.0000,False
1735064317,16ddcbeed857d4bc030c51c290a55d3679eb197f1c519f618289b67acece86e3,7219000000002,Purchase,1.0000,385000.0000,20241224,1,7686556,2024-12-24 18:18:37.763,2024-12-24 18:18:37.763,In-Store,VietQR,347,0.0000,False
1735062867,cd18f58c3650b4e5274424751bde4063b9884683a6abca3cd87ef17be18b67ef,4355000000001,Purchase,1.0000,699000.0000,20241224,1,650431,2024-12-24 17:54:27.390,2024-12-24 17:54:27.390,In-Store,Cà thẻ,268,0.0000,False
1735062716,3e231a469116aeab4f21caff44e57d4d93f13695847d560ed030fa2887e096f1,4396000000003,Purchase,1.0000,24500.0000,20241224,1,5819094,2024-12-24 17:51:56.353,2024-12-24 17:51:56.353,In-Store,Tiền mặt,720,24500.0000,False
1735063868,bcb5ce29df6be2d276876975d9416a6155a05a314441784eaec6e42f114a21f3,0008104000002,Purchase,1.0000,129000.0000,20241224,1,4746949,2024-12-24 18:11:08.107,2024-12-24 18:11:08.107,In-Store,Tiền mặt,263,56000.0000,False
1735062864,426c44d0fd5a246d2a96ac83ced93ec4d453cdd13f600e0426537e126f5634a2,6382000000005,Purchase,1.0000,80100.0000,20241224,1,902518,2024-12-24 17:54:24.033,2024-12-24 17:54:28.040,In-Store,VietQR,135,8900.0000,False
1735063027,4d7416fe060627036cc149a07c14eb99ad25fb1a1901bbfbdd442941bfa932f8,1525000000002,Purchase,1.0000,87000.0000,20241224,1,7093321,2024-12-24 17:57:07.587,2024-12-24 17:57:07.587,In-Store,Tiền mặt,895,0.0000,False
1735062973,94e7856bf322a2d37ee20f0ddcfdc2abf1bced2ccb4108bbc5f1ad959c3f11ef,0958000000047,Purchase,1.0000,49500.0000,20241224,1,564127,2024-12-24 17:56:13.823,2024-12-24 17:56:19.597,In-Store,VietQR,987,115500.0000,False
1735063690,6b3fb5c2ec1351cc024b004073daacc69c6bc09cd228fab7b5252063f787674d,0203000000002,Purchase,1.0000,35000.0000,20241224,1,2948533,2024-12-24 18:08:10.053,2024-12-24 18:08:10.053,In-Store,Tiền mặt,687,0.0000,False
1735064370,96c8014e4f58db0bc39ab70828e2f8be10b20ce3d140ec156e8770ac2f9156e4,1428000000001,Purchase,1.0000,79000.0000,20241224,1,7960602,2024-12-24 18:19:30.050,2024-12-24 18:19:30.917,In-Store,VietQR,423,0.0000,False
1735064011,394026dfaf1168a3879545b5d4f89dc44655d18c05fad8593019fdf92f90bb00,2086000000019,Purchase,1.0000,229000.0000,20241224,1,6539395,2024-12-24 18:13:31.193,2024-12-24 18:13:31.193,In-Store,Cà thẻ,556,0.0000,False
1735062949,28bdfdd0b14c36c9a8dc30d6d6be1cc5ab90ea8025cd821f85a3d35014d32722,2861000000001,Purchase,1.0000,435000.0000,20241224,1,6036400,2024-12-24 17:55:49.773,2024-12-24 17:55:49.773,In-Store,Tiền mặt,301,0.0000,False
1735062732,341a0e8f3d161b03c1668183dcadab019b0ee8d886f94e3939d49acd4ff63298,2603000000001,Purchase,1.0000,92400.0000,20241224,1,491409,2024-12-24 17:52:12.243,2024-12-24 17:52:12.420,In-Store,Tiền mặt,586,12600.0000,False
1735063700,12f8b1d1f611c75557f77040960aeacd8df0ffcd2866039a9e02c9af6f93d769,4279000000093,Purchase,1.0000,129000.0000,20241224,1,5688029,2024-12-24 18:08:20.293,2024-12-24 18:08:20.293,In-Store,Cà thẻ,543,70000.0000,False
1735064319,92c0ab09d68b35446e8fd26bc8dad9d9ec8c03ea779d1d4ecba416dca63184ec,6766000000002,Purchase,1.0000,125000.0000,20241224,1,8187072,2024-12-24 18:18:39.580,2024-12-24 18:18:39.597,In-Store,Tiền mặt,502,50000.0000,False
1735063677,8af3c8c751352e89432f0efc824a37535759f34788d3f496b6937172853c2ee3,6863000000001,Purchase,1.0000,325000.0000,20241224,1,8033773,2024-12-24 18:07:57.737,2024-12-24 18:07:57.737,In-Store,Tiền mặt,358,0.0000,False
1735063150,d55cca884858aabacc76f985607f7c9eb645661bafd70769b716914fc6e26187,3680000000001,Purchase,5.0000,22000.0000,20241224,5,7107758,2024-12-24 17:59:10.947,2024-12-24 17:59:10.947,In-Store,Tiền mặt,390,0.0000,False
1735063542,180ce1039307319d6ecfdb5de86c9e758a23ee734ac05b46d1b85515674f5318,6902000000002,Purchase,1.0000,925000.0000,20241224,1,3065942,2024-12-24 18:05:42.137,2024-12-24 18:05:42.137,iOS,MoMo,366,0.0000,False
1735062903,0a4834e2e022e7e4770c7861571bd84a0416a1751592d9c3b0fe194bf36c0260,6346000000005,Purchase,1.0000,180000.0000,20241224,1,209019,2024-12-24 17:55:03.257,2024-12-24 17:55:08.477,In-Store,VietQR,183,15000.0000,False
1735063371,667460a6e5ac30e0cfc78760753da4a7d62ec054ba0e493dc90b93f03a79dacd,0029130000022,Purchase,1.0000,56781.9549,20241224,1,7246547,2024-12-24 18:02:51.957,2024-12-24 18:02:51.957,In-Store,Tiền mặt,316,7218.0451,False
288239f8970b056e84f7b91edc88050d4138209cf388ae6f5fe9a7740b,4319000000002,Purchase,1.0000,575000.0000,20241215,1,1906530,2024-12-15 09:48:11.223,2024-12-15 09:48:11.223,iOS,Tiền mặt,538,0.0000,False
